BookID,Title,Author,Downloads
11090,Industrial Progress and Human Economics,"Hartness, James",9
11091,Poems,"Stoddard, John L. (John Lawson)",5
11092,The History of Tom Thumb and Other Stories.,Anonymous,29
11093,Trailin'!,"Brand, Max",39
11094,"Punch, or the London Charivari, Volume 156, March 12, 1919",Various,4
11095,Fun and Nonsense,"Bonte, Willard",85
11096,"Tales of Ind, and Other Poems","Ramakrishna Pillai, T. (Thottakadu)",13
11097,Young Robin Hood,"Fenn, George Manville",64
11098,Happy and Gay Marching Away,Unknown,36
11099,"More Seeds of Knowledge; Or, Another Peep at Charles","Corner, Miss (Julia)",5
111,Freckles,"Stratton-Porter, Gene",139
1110,King John,"Shakespeare, William",37
11100,"History of Modern Philosophy
From Nicolas of Cusa to the Present Time","Falckenberg, Richard",113
11101,Coleridge's Ancient Mariner and Select Poems,"Coleridge, Samuel Taylor",104
11102,"History of Negro Soldiers in the Spanish-American War, and Other Items of Interest","Johnson, Edward A. (Edward Austin)",29
11103,"The Atlantic Monthly, Volume 06, No. 37, November, 1860
A Magazine of Literature, Art, and Politics",Various,7
11104,In Morocco,"Wharton, Edith",19
11105,"Jack Mason, the Old Sailor","Woodworth, Francis C. (Francis Channing)",5
11106,The Girl at Cobhurst,"Stockton, Frank Richard",27
11107,"Theobald, the Iron-Hearted
Or, Love to Enemies","Malan, César",4
11108,Aus dem Durchschnitt,"Falke, Gustav",10
11109,"Punch, or the London Charivari, Volume 156, February 12, 1919",Various,9
1111,King Richard the Second,"Shakespeare, William",31
11110,"A Countess from Canada
A Story of Life in the Backwoods","Marchant, Bessie",12
11111,"Only an Irish Boy; Or, Andy Burke's Fortunes","Alger, Horatio",32
11112,"The Mirror of Literature, Amusement, and Instruction
Volume 13, No. 351, January 10, 1829",Various,8
11113,Principal Cairns,"Cairns, John",3
11114,"Debate on Woman Suffrage in the Senate of the United States,
2d Session, 49th Congress, December 8, 1886, and January 25, 1887",Various,15
11115,"Frank Merriwell at Yale
Or, Freshman Against Freshman","Standish, Burt L.",28
11116,The Wonderful Bed,"Knevels, Gertrude",14
11117,"The Atlantic Monthly, Volume 07, No. 40, February, 1861
A Magazine of Literature, Art, and Politics",Various,18
11118,"The Atlantic Monthly, Volume 07, No. 39, January, 1861
A Magazine of Literature, Art, and Politics",Various,4
11119,Personal Memoirs of a Residence of Thirty Years with the Indian Tribes on the American Frontiers,"Schoolcraft, Henry Rowe",56
1112,The Tragedy of Romeo and Juliet,"Shakespeare, William",953
11120,"Hurrah for New England!
Or, The Virginia Boy's Vacation","Tuthill, Cornelia L. (Cornelia Louisa)",3
11121,"The Bracelets
Or, Amiability and Industry Rewarded","Edgeworth, Maria",11
11122,"Choice Specimens of American Literature, and Literary Reader
Being Selections from the Chief American Writers","Martin, Benj. N. (Benjamin Nicholas)",5
11123,"The German Classics of the Nineteenth and Twentieth Centuries, Volume 01
Masterpieces of German Literature Translated into English.","Francke, Kuno",59
11124,Northumberland Yesterday and To-day,"Terry, Jean F. (Jean Finlay)",30
11125,"A Compilation of the Messages and Papers of the Presidents
Volume 5, part 3: Franklin Pierce","Richardson, James D. (James Daniel)",6
11126,Ten Girls from Dickens,"Williams, George Alfred",10
11127,The Case of Jennie Brice,"Bracker, M. Leone",58
11128,The Red Thumb Mark,"Freeman, R. Austin (Richard Austin)",139
11129,No and Other Stories Compiled by Uncle Humphrey,Various,4
1113,A Midsummer Night's Dream,"Shakespeare, William",42
11130,Greek in a Nutshell,"Strong, James",51
11131,Pierre et Jean,"Maupassant, Guy de",53
11132,"Robert Ier et Raoul de Bourgogne, rois de France (923-936)","Lauer, Philippe",6
11133,"Punch, or the London Charivari, Volume 156, Jan. 8, 1919",Various,6
11134,"The Atlantic Monthly, Volume 07, No. 41, March, 1861
A Magazine of Literature, Art, and Politics",Various,6
11135,"Monarch, the Big Bear of Tallac","Seton, Ernest Thompson",25
11136,A Discourse Upon the Origin and the Foundation of the Inequality Among Mankind,"Rousseau, Jean-Jacques",174
11137,"Twenty-Two Years a Slave, and Forty Years a Freeman
Embracing a Correspondence of Several Years, While President of Wilberforce Colony, London, Canada West","Steward, Austin",29
11138,Comic History of England,"Nye, Bill",58
11139,Haabløse Slægter,"Bang, Herman",21
1114,The Merchant of Venice,"Shakespeare, William",112
11140,"Rollo at Play; Or, Safe Amusements","Abbott, Jacob",19
11141,A Summer in Leslie Goldthwaite's Life.,"Whitney, A. D. T. (Adeline Dutton Train)",9
11142,Unitarianism,"Tarrant, W. G. (William George)",4
11143,Mary Marie,"Porter, Eleanor H. (Eleanor Hodgman)",40
11144,Somewhere in France,"Davis, Richard Harding",16
11145,"The Discovery of Yellowstone Park
Journal of the Washburn Expedition to the Yellowstone and Firehole Rivers in the Year 1870","Langford, Nathaniel Pitt",26
11146,The Expedition of the Donner Party and its Tragic Fate,"Houghton, Eliza Poor Donner",101
11147,"Phebe, the Blackberry Girl","Livermore, Edward",3
11148,"Aunt Harding's Keepsakes
Or, The Two Bibles",Anonymous,4
11149,"Little Folded Hands
Prayers for Children",Anonymous,85
1115,The First Part of King Henry the Fourth,"Shakespeare, William",105
11150,"Gems Gathered in Haste
A New Year's Gift for Sunday Schools",Anonymous,6
11151,The Lost Trail,"Ellis, Edward Sylvester",21
11152,Nummisuutarit,"Kivi, Aleksis",18
11153,No Hero,"Hornung, E. W. (Ernest William)",81
11154,"The Atlantic Monthly, Volume 08, No. 45, July, 1861
A Magazine of Literature, Art, and Politics",Various,2
11155,"The Atlantic Monthly, Volume 07, No. 42, April, 1861
A Magazine of Literature, Art, and Politics",Various,2
11156,Buddy and Brighteyes Pigg: Bed Time Stories,"Garis, Howard Roger",12
11157,"The Atlantic Monthly, Volume 08, No. 46, August, 1861
A Magazine of Literature, Art, and Politics",Various,4
11158,"The Atlantic Monthly, Volume 10, No. 61, November, 1862
Magazine of Literature, Art, and Politics",Various,2
11159,"The Atlantic Monthly, Volume 10, No. 62, December, 1862
A Magazine of Literature, Art, and Politics",Various,4
1116,The Merry Wives of Windsor,"Shakespeare, William",8
11160,"A Cotswold Village
Or Country Life and Pursuits in Gloucestershire","Gibbs, J. Arthur (Joseph Arthur)",17
11161,Mary Wollaston,"Webster, Henry Kitchell",10
11162,The Story of Little Black Mingo,"Bannerman, Helen",64
11163,Potterism: A Tragi-Farcical Tract,"Macaulay, Rose",6
11164,Rough and Tumble Engineering,"Maggard, James H.",22
11165,"Wild Wings
A Romance of Youth","Chalmers, Margaret Piper",10
11166,"For Gold or Soul?
The Story of a Great Department Store","Sheldon, Lurana",32
11167,"Deccan Nursery Tales
or, Fairy Tales from the South","Dhurandhar, M. V.",16
11168,Life of St. Declan of Ardmore and Life of St. Mochuda of Lismore,"O'Clery, Michael",17
11169,"Punch, or the London Charivari, Volume 153, August 15, 1917",Various,8
1117,Second Part of King Henry IV,"Shakespeare, William",23
11170,"The Atlantic Monthly, Volume 07, No. 43, May, 1861
A Magazine of Literature, Art, and Politics",Various,8
11171,"Uncle Tom's Cabin, Young Folks' Edition","Stowe, Harriet Beecher",194
11172,Abraham Lincoln: A Play,"Drinkwater, John",25
11173,"The Atlantic Monthly, Volume 05, No. 27, January, 1860
A Magazine of Literature, Art, and Politics",Various,2
11174,"Four Great Americans: Washington, Franklin, Webster, Lincoln
A Book for Young Americans","Baldwin, James",50
11175,L'inutile beauté,"Maupassant, Guy de",14
11176,Mémoires du sergent Bourgogne,"Cottin, Paul",20
11177,"Punchinello, Volume 1, No. 01, April 2, 1870",Various,25
11178,La sagesse et la destinée,"Maeterlinck, Maurice",11
11179,"Seeing Europe with Famous Authors, Volume 6
Germany, Austria-Hungary and Switzerland, part 2","Halsey, Francis W. (Francis Whiting)",9
1118,Much Ado about Nothing,"Shakespeare, William",106
11180,The World's Greatest Books — Volume 06 — Fiction,"Hammerton, John Alexander, Sir",140
11181,"Captains All
Captains All, Part 1.","Jacobs, W. W. (William Wymark)",3
11182,"The Boatswain's Mate
Captains All, Book 2.","Jacobs, W. W. (William Wymark)",11
11183,"The Nest Egg
Captains All, Book 3.","Jacobs, W. W. (William Wymark)",5
11184,"The Constable's Move
Captains All, Book 4.","Jacobs, W. W. (William Wymark)",2
11185,"Bob's Redemption
Captains All, Book 5.","Jacobs, W. W. (William Wymark)",2
11186,"Over the Side
Captains All, Book 6.","Jacobs, W. W. (William Wymark)",2
11187,"Four Pigeons
Captains All, Book 7.","Jacobs, W. W. (William Wymark)",3
11188,"The Temptation of Samuel Burge
Captains All, Book 8.","Jacobs, W. W. (William Wymark)",1
11189,"The Madness of Mr. Lister
Captains All, Book 9.","Jacobs, W. W. (William Wymark)",2
1119,The Life of King Henry the Fifth,"Shakespeare, William",23
11190,"The White Cat
Captains All, Book 10.","Jacobs, W. W. (William Wymark)",5
11191,Captains All and Others,"Jacobs, W. W. (William Wymark)",8
11192,The Americanism of Washington,"Van Dyke, Henry",3
11193,Elegies and Other Small Poems,"Betham, Matilda",2
11194,Vignettes in Verse,"Betham, Matilda",2
11195,Alcatraz,"Brand, Max",38
11196,"The Atlantic Monthly, Volume 04, No. 21, July, 1859
A Magazine of Literature, Art, and Politics",Various,5
11197,Bambi,"Cooke, Marjorie Benton",41
11198,Christianity and Islam,"Becker, Carl Heinrich",118
11199,Claire de Lune,"Maupassant, Guy de",33
112,Violists,"McGowan, Richard",10
1120,The Tragedy of Julius Caesar,"Shakespeare, William",387
11200,"The World War and What was Behind It; Or, The Story of the Map of Europe","Bénézet, Louis Paul",90
11201,"Punch, or the London Charivari, Volume 156, March 5, 1919",Various,12
11202,"A Compilation of the Messages and Papers of the Presidents
Volume 3, part 1: Andrew Jackson (Second Term)","Richardson, James D. (James Daniel)",8
11203,"Narrative of a Survey of the Intertropical and Western Coasts of Australia
Performed between the years 1818 and 1822 — Volume 1","King, Philip Parker",4
11204,Diseases of the Horse's Foot,"Reeks, H. Caulton (Harry Caulton)",41
11205,20.000 Mijlen onder Zee: Oostelijk Halfrond,"Verne, Jules",93
11206,Compendio di Chimica Fisiologica,"Cominelli, A.",22
11207,Redevoeringen,"Conscience, Hendrik",5
11208,"De legende en de heldhaftige, vroolijke en roemrijke daden van Uilenspiegel en Lamme Goedzak in Vlaanderenland en elders","Delbecq, Richard",117
11209,Wat eene moeder lijden kan,"Conscience, Hendrik",10
1121,As You Like It,"Shakespeare, William",320
11210,"The Mirror of Literature, Amusement, and Instruction
Volume 12, No. 338, November 1, 1828",Various,8
11211,A Minstrel in France,"Lauder, Harry, Sir",9
11212,Modern India,"Curtis, William Eleroy",105
11213,"Brotherly Love
Shewing That as Merely Human It May Not Always Be Depended Upon","Sherwood, Mrs. (Mary Martha)",7
11214,The Garies and Their Friends,"Stowe, Harriet Beecher",6
11215,Poems (1828),"Gent, Thomas",0
11216,The Happy Venture,"Price, Edith Ballinger",5
11217,The Visioning: A Novel,"Glaspell, Susan",5
11218,"Highroads of Geography
Introductory Book: Round the World with Father",Anonymous,88
11219,"The Mirror of Literature, Amusement, and Instruction
Volume 14, No. 384, August 8, 1829",Various,4
1122,"The Tragedy of Hamlet, Prince of Denmark","Shakespeare, William",66
11220,"Project Gutenberg ""Best Of"" CD August 2003",Project Gutenberg,32
11221,The Bent Twig,"Fisher, Dorothy Canfield",35
11222,"The Mirror of Literature, Amusement, and Instruction
Volume 14, No. 395, October 24, 1829",Various,5
11223,"Big Timber
A Story of the Northwest","Sinclair, Bertrand W.",14
11224,Utilitarianism,"Mill, John Stuart",604
11225,"Punch, or the London Charivari, Volume 156, January 22, 1919",Various,6
11226,Building a State in Apache Land,"Poston, Charles D. (Charles Debrille)",4
11227,Ten Boys from Dickens,"Williams, George Alfred",12
11228,The Marrow of Tradition,"Chesnutt, Charles W. (Charles Waddell)",34
11229,The Purple Cloud,"Shiel, M. P. (Matthew Phipps)",102
1123,"Twelfth Night; Or, What You Will","Shakespeare, William",50
11230,"MacMillan's Reading Books
Book V",Anonymous,29
11231,"Bartleby, the Scrivener: A Story of Wall-Street","Melville, Herman",791
11232,Bullets & Billets,"Bairnsfather, Bruce",78
11233,"The Mirror of Literature, Amusement, and Instruction
Volume 14, No. 379, July 4, 1829",Various,5
11234,"The Mirror of Literature, Amusement, and Instruction
Volume 14, No. 397, November 7, 1829",Various,3
11235,"The Mirror of Literature, Amusement, and Instruction
Volume 14, No. 399, Supplementary Number",Various,4
11236,Old Ballads,Various,21
11237,"The Pearl Box
Containing One Hundred Beautiful Stories for Young People",Anonymous,16
11238,The Fight for Conservation,"Pinchot, Gifford",41
11239,"The Life and Adventures of Robinson Crusoe of York, Mariner, Volume 1
With an Account of His Travels Round Three Parts of the Globe,
Written By Himself, in Two Volumes","Defoe, Daniel",18
1124,The History of Troilus and Cressida,"Shakespeare, William",8
11240,The Apartment Next Door,"Johnston, William, 1871-1929",9
11241,Wee Ones' Bible Stories,Anonymous,96
11242,The Life of Michelangelo Buonarroti,"Symonds, John Addington",70
11243,"Miles Wallingford
Sequel to ""Afloat and Ashore""","Cooper, James Fenimore",25
11244,A Project for Flying: In Earnest at Last!,"Hardley, Robert",5
11245,"The Mirror of Literature, Amusement, and Instruction
Volume 14, No. 393, October 10, 1829",Various,4
11246,"The Mirror of Literature, Amusement, and Instruction
Volume 14, No. 394, October 17, 1829",Various,3
11247,The Exploits of Brigadier Gerard,"Doyle, Arthur Conan",82
11248,"The Delights of Wisdom Pertaining to Conjugial Love
To Which is Added The Pleasures of Insanity Pertaining To Scortatory Love","Swedenborg, Emanuel",52
11249,"Four Famous American Writers: Washington Irving, Edgar Allan Poe, James Russell Lowell, Bayard Taylor
A Book for Young Americans","Cody, Sherwin",13
1125,All's Well That Ends Well,"Shakespeare, William",54
11250,"Journeys Through Bookland, Vol. 5","Sylvester, Charles Herbert",15
11251,"Famous Reviews, Selected and Edited with Introductory Notes by R. Brimley Johnson","Johnson, R. Brimley (Reginald Brimley)",42
11252,"Martin Hewitt, Investigator","Morrison, Arthur",140
11253,"The Life of Col. James Gardiner
Who Was Slain at the Battle of Prestonpans, September 21, 1745","Doddridge, Philip",11
11254,"Poetical Works of Johnson, Parnell, Gray, and Smollett
With Memoirs, Critical Dissertations, and Explanatory Notes","Smollett, T. (Tobias)",27
11255,"Slave Narratives: a Folk History of Slavery in the United States
From Interviews with Former Slaves
Arkansas Narratives, Part 1",United States. Work Projects Administration,105
11256,Social life at Rome in the Age of Cicero,"Fowler, W. Warde (William Warde)",28
11257,Little Folks Astray,"May, Sophie",7
11258,"The Mirror of Literature, Amusement, and Instruction
Volume 14, No. 407, December 24, 1829",Various,9
11259,Polly and the Princess,"Dowd, Emma C.",5
1126,Measure for Measure,"Shakespeare, William",84
11260,The Kiltartan History Book,"Gregory, William Robert",42
11261,Cyclopedia of Philosophy,"Vaknin, Samuel",84
11262,Cyclopedia of Economics,"Rangelovska, Lidija",145
11263,"The Adventures of a Special Correspondent Among the Various Races and Countries of Central Asia
Being the Exploits and Experiences of Claudius Bombarnac of ""The Twentieth Century""","Verne, Jules",43
11264,"The Mirror of Literature, Amusement, and Instruction
Volume 12, No. 327, August 16, 1828",Various,4
11265,"Notes and Queries, Number 02, November 10, 1849",Various,6
11266,Sonnets by the Nawab Nizamat Jung Bahadur,"Jung, Nizamat, Sir",8
11267,"The Mirror of Literature, Amusement, and Instruction
Volume 12, No. 328, August 23, 1828",Various,11
11268,The Flood,Anonymous,7
11269,Virgie's Inheritance,"Sheldon, Georgie, Mrs.",10
1127,"The Tragedy of Othello, Moor of Venice","Shakespeare, William",14
11270,"A Practical Illustration of ""Woman's Right to Labor""
A Letter from Marie E. Zakrzewska, M.D. Late of Berlin, Prussia","Zakrzewska, Marie E. (Marie Elizabeth)",12
11271,"The Anti-Slavery Examiner, Part 1 of 4",American Anti-Slavery Society,10
11272,"The Anti-Slavery Examiner, Part 2 of 4",American Anti-Slavery Society,6
11273,"The Anti-Slavery Examiner, Part 3 of 4",American Anti-Slavery Society,8
11274,"The Anti-Slavery Examiner, Part 4 of 4",American Anti-Slavery Society,7
11275,"The Anti-Slavery Examiner, Omnibus",American Anti-Slavery Society,12
11276,Civil Government in the United States Considered with Some Reference to Its Origins,"Fiske, John",21
11277,Egyptian Ideas of the Future Life,"Budge, E. A. Wallis (Ernest Alfred Wallis), Sir",68
11278,"Folk-Tales of Napoleon
Napoleonder from the Russian; The Napoleon of the People from the French of Honoré De Balzac","Amfiteatrov, Aleksandr",14
11279,The Slim Princess,"Kerr, George F.",16
1128,The Tragedy of King Lear,"Shakespeare, William",482
11280,Maggie Miller: The Story of Old Hagar's Secret,"Holmes, Mary Jane",9
11281,"The Mirror of Literature, Amusement, and Instruction
Volume 12, No. 334, October 4, 1828",Various,9
11282,"The Mirror of Literature, Amusement, and Instruction
Volume 12, No. 336, October 18, 1828",Various,5
11283,Plays of Gods and Men,"Dunsany, Edward John Moreton Drax Plunkett, Baron",46
11284,"Punch, or the London Charivari, Volume 156, March 26, 1919",Various,9
11285,Een Heldin,"Kuiper, A. C.",7
11286,"Meesterstukken van Rembrandt Harmensz. Van Rijn
Leesboek voor het Lager en Voortgezet Onderwijs","Kielder, G.",8
11287,De omwenteling van 1830,"Conscience, Hendrik",22
11288,Ons Vaderland van de vroegste tijden tot de 15de eeuw,"Lievevrouw-Coopman, M.",20
11289,What is Coming? A Forecast of Things after the War,"Wells, H. G. (Herbert George)",72
1129,The Tragedy of Macbeth,"Shakespeare, William",218
11290,Emilie the Peacemaker,"Geldart, Thomas, Mrs.",3
11291,Камено доба,"Zujovic, Jovan",19
11292,"Секунд вечности, источњачки роман","Ilić, Dragutin J.",34
11293,"Jan van Huysums Blomsterstykke
En Buket","Wergeland, Henrik Arnold",4
11294,Juhana Herttuan ja Catharina Jagellonican lauluja,"Leino, Eino",5
11295,Lehtori Hellmanin vaimo,"Canth, Minna",1
11296,Työmiehen vaimo,"Canth, Minna",30
11297,Travels through the Empire of Morocco,"Buffa, John",13
11298,"Wanderings by Southern Waters, Eastern Aquitaine","Barker, Edward Harrison",5
11299,O cancioneiro portuguez da Vaticana,"Braga, Teófilo",11
113,The Secret Garden,"Burnett, Frances Hodgson",1219
1130,The Tragedy of Antony and Cleopatra,"Shakespeare, William",34
11300,La belle Gabrielle — Tome 1,"Maquet, Auguste",11
11301,Les gens de bureau,"Gaboriau, Emile",15
11302,"Diario de la navegacion empredida en 1781
Desde el Rio Negro, para reconocer la Bahia de Todos los Santos, las Islas del Buen Suceso, y el desague del Rio Colorado","Villarino, Basilio",11
11303,Vain Fortune: A Novel,"Moore, George",16
11304,The Lake,"Moore, George",18
11305,"La Campagna del 1796 nel Veneto
Parte prima: La decadenza militare della serenissima uomini ed armi","Barbarich, Eugenio",27
11306,Catalanisches Streitgedicht zwischen En Buc und seinem Pferd,"Foerster, Wendelin",18
11307,"El la Biblio
Elektitaj ĉapitroj de la Psalmaro, Sentencoj de Salomono kaj Predikanto","Zamenhof, L. L. (Ludwik Lejzer)",21
11308,"The Book of Enterprise and Adventure
Being an Excitement to Reading. for Young People. a New and Condensed Edition.",Anonymous,13
11309,"The Booming of Acre Hill, and Other Reminiscences of Urban and Suburban Life","Bangs, John Kendrick",9
1131,The Tragedy of Coriolanus,"Shakespeare, William",2
11310,Hindu Tales from the Sanskrit,"Mitra, Siddha Mohana",178
11311,"The Masters of the Peaks
A Story of the Great North Woods","Altsheler, Joseph A. (Joseph Alexander)",26
11312,"The Mirror of Literature, Amusement, and Instruction
Volume 12, No. 339, November 8, 1828",Various,5
11313,A School History of the United States,"McMaster, John Bach",67
11314,"A Compilation of the Messages and Papers of the Presidents
Volume 1, part 1: George Washington","Richardson, James D. (James Daniel)",12
11315,Friendly Fairies,"Gruelle, Johnny",25
11316,"The Atlantic Monthly, Volume 08, No. 47, September, 1861
A Magazine of Literature, Art, and Politics",Various,9
11317,"De Aarde en haar Volken, Jaargang 1877",Various,22
11318,De reis om de wereld in tachtig dagen,"Verne, Jules",56
11319,The Fairy Godmothers and Other Tales,"Gatty, Alfred, Mrs.",49
1132,The Life of Timon of Athens,"Shakespeare, William",10
11320,"The Mirror of Literature, Amusement, and Instruction
Volume 12, No. 331, September 13, 1828",Various,4
11321,"The Mirror of Literature, Amusement, and Instruction
Volume 10, No. 270, August 25, 1827",Various,3
11322,"The Mirror of Literature, Amusement, and Instruction
Volume 13, No. 359, March 7, 1829",Various,3
11323,"Caleb Williams; Or, Things as They Are","Godwin, William",124
11324,This Is the End,"Benson, Stella",12
11325,The Happiest Time of Their Lives,"Miller, Alice Duer",16
11326,"The Mirror of Literature, Amusement, and Instruction
Volume 10, No. 288, Supplementary Number",Various,7
11327,English Literature: Modern,"Mair, G. H. (George Herbert)",19
11328,The Hunted Woman,"Curwood, James Oliver",80
11329,"Lands of the Slave and the Free
Or, Cuba, the United States, and Canada","Murray, Henry A. (Henry Anthony)",24
1133,Cymbeline,"Shakespeare, William",49
11330,"The Mirror of Literature, Amusement, and Instruction
Volume 10, No. 274, September 22, 1827",Various,8
11331,"The Mirror of Literature, Amusement, and Instruction
Volume 13, No. 363, March 28, 1829",Various,9
11332,"The Mirror of Literature, Amusement, and Instruction
Volume 14, No. 381, July 18, 1829",Various,7
11333,"The Pearl Story Book
A Collection of Tales, Original and Selected","Colman, Mrs. (Pamela Chandler)",7
11334,"Wilson's Tales of the Borders and of Scotland, Volume 22","Wilson, John Mackay",8
11335,"The Einstein Theory of Relativity
A Concise Statement","Lorentz, H. A. (Hendrik Antoon)",222
11336,"The Mirror of Literature, Amusement, and Instruction
Volume 12, No. 337, October 25, 1828",Various,7
11337,Cowmen and Rustlers: A Story of the Wyoming Cattle Ranges,"Ellis, Edward Sylvester",10
11338,"The Mirror of Literature, Amusement, and Instruction
Volume 13, No. 373, Supplementary Number",Various,4
11339,Aesop's Fables; a new translation,"Rackham, Arthur",2250
1134,The Winter's Tale,"Shakespeare, William",16
11340,"The Mirror of Literature, Amusement, and Instruction
Volume 13, No. 372, May 30, 1829",Various,4
11341,"The Mirror of Literature, Amusement, and Instruction
Volume 10, No. 282, November 10, 1827",Various,7
11342,"The Mirror of Literature, Amusement, and Instruction
Volume 13, No. 352, January 17, 1829",Various,6
11343,"The Mirror of Literature, Amusement, and Instruction
Volume 13, No. 369, May 9, 1829",Various,7
11344,"Scientific American Supplement, No. 415, December 15, 1883",Various,16
11345,Education as Service,"Krishnamurti, J. (Jiddu)",284
11346,The Saint's Tragedy,"Kingsley, Charles",13
11347,"The Mirror of Literature, Amusement, and Instruction
Volume 13, No. 370, May 16, 1829",Various,3
11348,"The Mirror of Literature, Amusement, and Instruction
Volume 13, No. 368, May 2, 1829",Various,4
11349,Action Front,"Cable, Boyd",10
1135,The Tempest,"Shakespeare, William",61
11350,"The Mirror of Literature, Amusement, and Instruction
Volume 13, No. 376, June 20, 1829",Various,3
11351,"Cape Cod Ballads, and Other Verse","Lincoln, Joseph Crosby",8
11352,Germany and the Next War,"Bernhardi, Friedrich von",77
11353,"History of Liberia
Johns Hopkins University Studies in Historical and Political Science","McPherson, J. H. T. (John Hanson Thomas)",2
11354,"The Irrational Knot
Being the Second Novel of His Nonage","Shaw, Bernard",26
11355,Pallieter,"Timmermans, Felix",51
11356,"A Tale of One City: the New Birmingham
Papers Reprinted from the ""Midland Counties Herald""","Anderton, Thomas",8
11357,Jimgrim and Allah's Peace,"Mundy, Talbot",32
11358,"The Atlantic Monthly, Volume 08, No. 48, October, 1861
A Magazine of Literature, Art, and Politics",Various,3
11359,"Punch, or the London Charivari, Volume 156, February 26, 1919",Various,5
1136,King Henry the Eighth,"Shakespeare, William",14
11360,Sacred and Profane Love: A Novel in Three Episodes,"Bennett, Arnold",16
11361,"The Mirror of Literature, Amusement, and Instruction
Volume 13, No. 377, June 27, 1829",Various,4
11362,"The Mirror of Literature, Amusement, and Instruction
Volume 12, No. 322, July 12, 1828",Various,4
11363,Bayard: the Good Knight Without Fear and Without Reproach,"Cole, Herbert",10
11364,Clarissa Harlowe; or the history of a young lady — Volume 6,"Richardson, Samuel",64
11365,"The Fern Lover's Companion
A Guide for the Northeastern States and Canada","Tilton, George Henry",128
11366,"The German Classics of the Nineteenth and Twentieth Centuries, Volume 02
Masterpieces of German Literature Translated into English. in Twenty Volumes","Francke, Kuno",55
11367,A History of China,"Eberhard, Wolfram",92
11368,"Stories of Inventors
The Adventures of Inventors and Engineers","Doubleday, Russell",173
11369,"The Mirror of Literature, Amusement, and Instruction
Volume 10, No. 280, October 27, 1827",Various,8
1137,A Lover's Complaint,"Shakespeare, William",9
11370,"The Mirror of Literature, Amusement, and Instruction
Volume 12, No. 329, August 30, 1828",Various,3
11371,The Moorland Cottage,"Gaskell, Elizabeth Cleghorn",55
11372,The Nine-Tenths,"Oppenheim, James",7
11373,Through the Wall,"Moffett, Cleveland",7
11374,Fun and Frolic,"Roe, E. T.",15
11375,"The Mirror of Literature, Amusement, and Instruction
Volume 10, No. 278, Supplementary Number (1828)",Various,5
11376,Autobiographical Sketches,"Besant, Annie",10
11377,The Man Whom the Trees Loved,"Blackwood, Algernon",51
11378,"The Mirror of Literature, Amusement, and Instruction
Volume 10, No. 289, December 22, 1827",Various,6
11379,"Round Anvil Rock
A Romance","Banks, Nancy Huston",3
1138,The Research Magnificent,"Wells, H. G. (Herbert George)",28
11380,Le socialisme en danger,"Domela Nieuwenhuis, Ferdinand",12
11381,Sermons for the Times,"Kingsley, Charles",13
11382,"The Mirror of Literature, Amusement, and Instruction
Volume 13, No. 354, January 31, 1829",Various,5
11383,"Scientific American Supplement, No. 531, March 6, 1886",Various,5
11384,"The Mirror of Literature, Amusement, and Instruction
Volume 10, No. 275, September 29, 1827",Various,10
11385,"Scientific American Supplement, No. 446, July 19, 1884",Various,17
11386,"The Mirror of Literature, Amusement, and Instruction
Volume 12, No. 347, December 20, 1828",Various,4
11387,"The Mirror of Literature, Amusement, and Instruction
Volume 10, No. 273, September 15, 1827",Various,7
11388,"The Mirror of Literature, Amusement, and Instruction
Volume 10, No. 285, December 1, 1827",Various,11
11389,"The Mirror of Literature, Amusement, and Instruction
Volume 12, No. 330, September 6, 1828",Various,7
1139,Fisherman's Luck and Some Other Uncertain Things,"Van Dyke, Henry",28
11390,"The Mirror of Literature, Amusement, and Instruction
Volume 13, No. 353, January 24, 1829",Various,9
11391,Lectures on Art,"Allston, Washington",19
11392,"Not Pretty, but Precious; And Other Short Stories","Spofford, Harriet Elizabeth Prescott",23
11393,20.000 Mijlen onder Zee: Westelijk Halfrond,"Verne, Jules",33
11394,Fighting in Flanders,"Powell, E. Alexander (Edward Alexander)",53
11395,Cheerful—By Request,"Ferber, Edna",20
11396,"Fædra
Brudstykker af et Livs Historie","Bang, Herman",6
11397,"The Works of Samuel Johnson, Volume 03
The Rambler, Volume II","Johnson, Samuel",79
11398,A Further Contribution to the Study of the Mortuary Customs of the North American Indians,"Yarrow, H. C. (Harry Crécy)",28
11399,"The Pirates of Malabar, and an Englishwoman in India Two Hundred Years Ago","Biddulph, J. (John)",20
114,The Tenniel Illustrations for Carroll's Alice in Wonderland,"Tenniel, John",703
1140,Latter-Day Pamphlets,"Carlyle, Thomas",58
11400,Mystic Isles of the South Seas.,"O'Brien, Frederick",39
11401,"The Mirror of Literature, Amusement, and Instruction
Volume 10, No. 271, September 1, 1827",Various,4
11402,The Sky Line of Spruce,"Marshall, Edison",10
11403,"The Churches of Coventry
A Short History of the City & Its Medieval Remains","Woodhouse, Frederic W.",34
11404,"The Mirror of Literature, Amusement, and Instruction
Volume 12, No. 343, November 29, 1828",Various,5
11405,"The Mirror of Literature, Amusement, and Instruction
Volume 12, No. 342, November 22, 1828",Various,9
11406,"The Mirror of Literature, Amusement, and Instruction
Volume 12, No. 340, Supplementary Number (1828)",Various,5
11407,"The Mirror of Literature, Amusement, and Instruction
Volume 10, No. 284, November 24, 1827",Various,6
