BookID,Title,Author,Downloads
24889,The Greater Love,"McCarthy, George T.",7
2489,"Moby Dick; Or, The Whale","Melville, Herman",335
24890,"The prophete Ionas with an introduccion
before teachinge to vnderstonde him and the right vse also of all the scripture/ and why it was written/ and what is therin to be sought/ and shewenge wherewith the scripture is locked vpp that he which readeth it/ can not vnderstonde it/ though he studie therin neuer so moch: and agayne with what keyes it is so opened/ that the reader can be stopped out with no sotilte or false doctrine of man/ from the true sense and vnderstondynge therof.","Tyndale, William",9
24891,"Stray Leaves from an Arctic Journal
Or, Eighteen Months in the Polar Regions, in Search of Sir John Franklin's Expedition, in the Years 1850-51","Osborn, Sherard",9
24892,"Chambers's Edinburgh Journal, No. 441
Volume 17, New Series, June 12, 1852",Various,10
24893,In Mesopotamia,"Nicoll, Maurice",24
24894,The Emperor's Rout,Unknown,11
24895,"The Call Of The South
1908","Becke, Louis",14
24896,"The Ebbing Of The Tide
South Sea Stories - 1896","Becke, Louis",10
24897,The Great White Tribe in Filipinia,"Gilbert, Paul T. (Paul Thomas)",31
24898,Robert Elsmere,"Ward, Humphry, Mrs.",13
24899,Platons Gastmahl,"Kassner, Rudolf",102
249,French Cave Paintings,None,10
2490,Lamia,"Keats, John",129
24900,"The Annual Catalogue: Numb. II. (1738)
Or, A new and compleat List of All The New Books, New
Editions of Books, Pamphlets, &c.",Various,3
24901,"The American Type of Isthmian Canal
Speech by Hon. John Fairfield Dryden in the Senate of the United States, June 14, 1906","Dryden, John F. (John Fairfield)",3
24902,"The International Monthly, Volume 2, No. 4, March, 1851",Various,9
24903,Molly Brown's Senior Days,"Speed, Nell",9
24904,"Golden Days for Boys and Girls
Volume XIII, No. 51: November 12, 1892","Elverson, James",30
24905,"Elämän polulla
Runoelmia","Mantere, Niilo",2
24906,"History of the Eighty-sixth Regiment, Illinois Volunteer Infantry, during its term of service","Kinnear, John R.",16
24907,"The Lady and the Pirate
Being the Plain Tale of a Diligent Pirate and a Fair Captive","Hough, Emerson",38
24908,"Le Tour du Monde; Sicile
Journal des voyages et des voyageurs; 2. sem. 1860","Charton, Édouard",15
24909,The Golden Magnet,"Fenn, George Manville",9
2491,Love or Fame; and Other Poems,"Sherrick, Fannie Isabel",7
24910,The Last Woman,"Beeckman, Ross",120
24911,"Young Glory and the Spanish Cruiser
A Brave Fight Against Odds","Mott, Walter Fenton",5
24912,Finger plays for nursery and kindergarten,"Poulsson, Emilie",173
24913,The Monster,"Tenneshaw, S. M.",33
24914,"Wappin' Wharf
A Frightful Comedy of Pirates","Hatfield, Gordon",24
24915,Voyages et Aventures Surprenantes de Robinson Crusoé,"Dumoulin, F. A. L. (François Aimé Louis)",27
24916,"Crown and Anchor
Under the Pen'ant","Greene, John B.",4
24917,Heath's Modern Language Series: Mariucha,"Morley, S. Griswold (Sylvanus Griswold)",51
24918,Hollowdell Grange: Holiday Hours in a Country Home,"Fenn, George Manville",2
24919,"Amor Crioulo
vida argentina","Botelho, Abel Acácio de Almeida",15
2492,"Orpheus in Mayfair, and Other Stories and Sketches","Baring, Maurice",15
24920,The Book of All-Power,"Wallace, Edgar",73
24921,"It's like this, cat","Weiss, Emil",58
24922,The Honourable Mr. Tawnish,"Brock, C. E. (Charles Edmund)",14
24923,"The Variation of Animals and Plants Under Domestication, Vol. I.","Darwin, Charles",52
24924,"Aventures extraordinaires d'un savant russe
IV. Le désert sidéral","Graffigny, H. de (Henry)",23
24925,Amar es vencer,"Caro, Madame P.",41
24926,In the Mahdi's Grasp,"Speed, Lancelot",13
24927,A Matter of Magnitude,"Sevcik, Al",28
24928,Longevity,"Windser, Therese",43
24929,The Green Rust,"Wallace, Edgar",79
2493,The Adventures of Paddy the Beaver,"Burgess, Thornton W. (Thornton Waldo)",14
24930,"Glances at Europe
In a Series of Letters from Great Britain, France, Italy,
Switzerland, &c. During the Summer of 1851.","Greeley, Horace",2
24931,Elements of Agricultural Chemistry,"Anderson, Thomas",71
24932,"The Tribune of Nova Scotia
A Chronicle of Joseph Howe","Grant, W. L. (William Lawson)",6
24933,The Man Who Knew,"Wallace, Edgar",67
24934,Spiritual Reformers in the 16th & 17th Centuries,"Jones, Rufus Matthew",12
24935,"Famous Tales of Fact and Fancy
Myths and Legends of the Nations of the World Retold for Boys and Girls","Marshall, Logan",18
24936,The Thunders of Silence,"Cobb, Irvin S. (Irvin Shrewsbury)",8
24937,Mike Marble: His Crotchets and Oddities.,"Woodworth, Francis C. (Francis Channing)",7
24938,"The Nursery, July 1873, Vol. XIV. No. 1",Various,16
24939,"The Nursery, August 1873, Vol. XIV. No. 2",Various,12
2494,For Greater Things: The Story of Saint Stanislaus Kostka,"Kane, William T. (William Terence)",2
24940,"The Nursery, September 1873, Vol. XIV. No. 3",Various,11
24941,"The Nursery, October 1873, Vol. XIV. No. 4",Various,11
24942,"The Nursery, November 1873, Vol. XIV. No. 5",Various,8
24943,"The Nursery, December 1873, Vol. XIV. No. 6",Various,9
24944,"Mushrooms: how to grow them
a practical treatise on mushroom culture for profit and pleasure","Falconer, William",107
24945,Mufti,"McNeile, H. C. (Herman Cyril)",18
24946,"From a Cornish Window
A New Edition","Quiller-Couch, Arthur",11
24947,"Mediæval Wales
Chiefly in the Twelfth and Thirteenth Centuries: Six Popular Lectures","Little, A. G. (Andrew George)",17
24948,Finnish Legends for English Children,"Eivind, R.",38
24949,Control Group,"Aycock, Roger D.",35
2495,"Susy, a Story of the Plains","Harte, Bret",7
24950,"Bradford's History of 'Plimoth Plantation'
From the Original Manuscript. With a Report of the Proceedings Incident to the Return of the Manuscript to Massachusetts","Bradford, William",246
24951,"The War in South Africa
Its Cause and Conduct","Doyle, Arthur Conan",64
24952,"Âmona; The Child; And The Beast; And Others
From ""The Strange Adventure Of James Shervinton and Other
Stories"" - 1902","Becke, Louis",4
24953,"The Flemmings And ""Flash Harry"" Of Savait
From ""The Strange Adventure Of James Shervinton and Other
Stories"" - 1902","Becke, Louis",5
24954,"""Pig-Headed"" Sailor Men
From ""The Strange Adventure Of James Shervinton and Other
Stories"" - 1902","Becke, Louis",2
24955,Man Made,"Teichner, Albert",17
24956,"Live to be Useful
or, The Story of Annie Lee and her Irish Nurse",Anonymous,13
24957,"Noites de insomnia, offerecidas a quem não póde dormir. Nº3 (de 12)","Castelo Branco, Camilo",11
24958,Second Landing,"Wallace, F. L. (Floyd L.)",27
24959,Working With the Working Woman,"Parker, Cornelia Stratton",6
2496,Our Village,"Mitford, Mary Russell",36
24960,Voyages amusants,"Néel, Louis-Balthazar",20
24961,"Der Teufel und die Hölle
in der darstellenden Kunst von den Anfängen bis zum
Zeitalter Dante's und Giotto's","Köppen, Alfred",28
24962,"Aventures extraordinaires d'un savant russe
II. Le Soleil et les petites planètes","Graffigny, H. de (Henry)",27
24963,"Allison Bain; Or, By a Way She Knew Not","Edwards, G. H. (George Henry)",9
24964,Handbook of Embroidery,"Alford, Marianne Margaret Compton Cust, Viscountess",227
24965,The Deadly Daughters,"Novick, Irving H.",39
24966,Survival Tactics,"Novick, Irving H.",94
24967,"First Oration of Cicero Against Catiline
with Notices, Notes and Complete Vocabulary","Cicero, Marcus Tullius",122
24968,"Behind the Scenes
or, Thirty years a slave, and Four Years in the White House","Keckley, Elizabeth",88
24969,Aaveiden näkijä eli Kuvauksia Nordlandista,"Lie, Jonas",4
2497,Put Yourself in His Place,"Reade, Charles",16
24970,The Story of a Robin,"Underwood, Agnes S.",7
24971,Travels in the Far East,"Peck, Ellen Mary Hayes",16
24972,Reminiscences of Forts Sumter and Moultrie in 1860-'61,"Doubleday, Abner",16
24973,The Sun King,"Derreaux, Gaston",39
24974,Ontario Teachers' Manuals: Literature,Ontario. Ministry of Education,4
24975,The Gift Bearer,"Fontenay, Charles L.",46
24976,Roger Trewinion,"King, Gunning",4
24977,The Perfectionists,"Castle, Arnold",29
24978,Thirty Indian Legends,"Bemister, Margaret",15
24979,A Source Book for Ancient Church History,"Ayer, Joseph Cullen",91
2498,Addresses by Henry Drummond,"Drummond, Henry",10
24980,William Pitt and the Great War,"Rose, J. Holland (John Holland)",12
24981,Trapped in 'Black Russia': Letters June-November 1915,"Pierce, Ruth",17
24982,"The Continental Monthly, Vol. 3, No. 1 January 1863
Devoted To Literature And National Policy",Various,6
24983,"Twee groote steden in Brazilië
De Aarde en haar Volken, 1908","Crastre, François",10
24984,"Little Gidding and its inmates in the Time of King Charles I.
with an account of the Harmonies","Acland, John Edward",10
24985,Comedies of Courtship,"Hope, Anthony",64
24986,Tommy,"Hocking, Joseph",2
24987,"Girl Scouts: Their Works, Ways and Plays",Unknown,1
24988,Amaury,"Dumas, Alexandre",49
24989,A Short Method Of Prayer,"Guyon, Jeanne Marie Bouvier de la Motte",103
2499,Siddhartha: eine indische Dichtung,"Hesse, Hermann",765
24990,"Thirteen Chapters of American History
represented by the Edward Moran series of Thirteen
Historical Marine Paintings","Sutro, Theodore",11
24991,"Aunt Amy
or, How Minnie Brown learned to be a Sunbeam","Wise, Daniel",4
24992,"Punch, or the London Charivari, Vol. 147, July 22, 1914",Various,18
24993,Rollo's Experiments,"Abbott, Jacob",13
24994,Wheat Growing in Australia,Australia. Department of External Affairs,9
24995,"The Americans In The South Seas
1901","Becke, Louis",8
24996,"The Tapu Of Banderah
1901","Becke, Louis",3
24997,"The Beginning Of The Sea Story Of Australia
1901","Becke, Louis",12
24998,"Concerning ""Bully"" Hayes
From ""The Strange Adventure Of James Shervinton and Other
Stories"" - 1902","Becke, Louis",4
24999,"The Strange Adventure Of James Shervinton
1902","Becke, Louis",5
25,The 1991 CIA World Factbook,United States. Central Intelligence Agency,57
250,"A Brief History of the Internet
The Bright Side: The Dark Side","Fuller, Maxwell",38
2500,Siddhartha,"Hesse, Hermann",6690
25000,English Book Collectors,"Fletcher, William Younger",28
25001,An Old Man's Love,"Trollope, Anthony",11
25002,Roy Blakeley's Bee-line Hike,"Fitzhugh, Percy Keese",5
25003,The Nicest Girl in the School: A Story of School Life,"Brazil, Angela",29
25004,A Confederate Girl's Diary,"Dawson, Sarah Morgan",83
25005,The Shadow Witch,"Peck, Anne Merriman",6
25006,Psychology and Social Sanity,"Münsterberg, Hugo",25
25007,Fifty Soups,"Murrey, Thomas J. (Thomas Jefferson)",72
25008,An Essay on the Lyric Poetry of the Ancients,"Ogilvie, John",15
25009,The World's Greatest Books — Volume 14 — Philosophy and Economics,"Mee, Arthur",77
2501,A Face Illumined,"Roe, Edward Payson",7
25010,"Punch, or the London Charivari, Vol. 146, April 29, 1914",Various,6
25011,Amtmannin Maria,"Marlitt, E. (Eugenie)",1
25012,"The Case Of Wagner, Nietzsche Contra Wagner, and Selected Aphorisms.","Nietzsche, Friedrich Wilhelm",302
25013,How to Make a Shoe,"Headley, John Parker",47
25014,Bouvard and Pécuchet: A Tragi-comic Novel of Bourgeois Life,"Flaubert, Gustave",68
25015,"Library of the World's Best Literature, Ancient and Modern — Volume 11","Mabie, Hamilton Wright",20
25016,The House of Souls,"Machen, Arthur",241
25017,A Son of the Immortals,"Christy, Howard Chandler",13
25018,Amusement: A Force in Christian Training,"Vincent, Marvin Richardson",7
25019,Ein Drama in Mexico.,"Verne, Jules",105
2502,"Chitra, a Play in One Act","Tagore, Rabindranath",115
25020,Humanistic Nursing,"Zderad, Loretta T.",103
25021,Battle of the Monkey & the Crab,"Thompson, David",17
25022,"Narrative of the shipwreck of the brig Betsey, of Wiscasset, Maine, and murder of five of her crew, by pirates,
on the coast of Cuba, Dec. 1824.","Collins, Daniel",9
25023,The Biography of a Grizzly,"Seton, Ernest Thompson",55
25024,The Night of the Long Knives,"Leiber, Fritz",176
25025,The Story of Silk,"Bassett, Sara Ware",23
25026,Bristol Bells: A Story of the Eighteenth Century,"Marshall, Emma",9
25027,Peter Piper's Practical Principles of Plain and Perfect Pronunciation,Anonymous,229
25028,Heist Job on Thizar,"Finlay, Virgil",59
25029,Sir Walter Ralegh: A Biography,"Stebbing, W. (William)",17
2503,Myths and Legends of California and the Old Southwest,"Judson, Katharine Berry",93
25030,"Lippincott's Magazine of Popular Literature and Science, Vol. 22, November, 1878",Various,14
25031,"Davy and The Goblin
What Followed Reading 'Alice's Adventures in Wonderland'","Bensell, Edmund Birckhead",14
25032,A Yacht Voyage Round England,"Kingston, William Henry Giles",18
25033,Report of the Chief Librarian for the Year 1924-25,"Wilson, Charles",5
25034,Report of the Chief Librarian for the Year Ended 31 March 1958: Special Centennial Issue,"Wilson, J. O.",3
25035,The Happy Unfortunate,"Silverberg, Robert",79
25036,L'histoire du Canada,"Sagard, Gabriel",11
25037,War and the Weird,"Phillips, Forbes",38
25038,Tam o' the Scoots,"Wallace, Edgar",35
25039,"Mémoires de Mademoiselle Mars (volume I)
(de la Comédie Française)","Mars, Mademoiselle",16
2504,"Some Cities and San Francisco, and Resurgam","Bancroft, Hubert Howe",7
25040,"Bilingualism
Address delivered before the Quebec Canadian Club, at
Quebec, Tuesday, March 28th, 1916","Belcourt, N. A. (Napoléon-Antoine)",8
25041,Humour of the North,"Burpee, Lawrence J. (Lawrence Johnstone)",13
25042,Color Value,"Clifford, C. R. (Chandler Robbins)",16
25043,Hidden Gold,"Anthony, Wilder",10
25044,"The Eugenic Marriage, Vol. 3
A Personal Guide to the New Science of Better Living and Better Babies","Hague, W. Grant (William Grant)",6
25045,"Chanticleer
A Thanksgiving Story of the Peabody Family","Mathews, Cornelius",2
25046,"The Canadian Girl at Work
A Book of Vocational Guidance","Willison, Marjory MacMurchy, Lady",10
25047,"Blackwood's Edinburgh Magazine - Volume 55, No. 343, May 1844",Various,4
25048,"Soldan's Geschichte der Hexenprozesse
Zweiter Band","Soldan, Wilhelm Gottlieb",98
25049,My Reminiscences of the Anglo-Boer War,"Van Breda, P.",80
2505,The Heir of Redclyffe,"Yonge, Charlotte M. (Charlotte Mary)",38
25050,A Study Of American Beers and Ales,"Riley, James Garfield",43
25051,Space Platform,"Leinster, Murray",76
25052,"Valittuja runoja
Kokoelmista 'Guitarr och Dragharmonika', 'Nya Dikter' ja
'Räggler å Paschaser'","Weijola, Yrjö",2
25053,"The Temptation of St. Antony; Or, A Revelation of the Soul","Flaubert, Gustave",71
25054,Adriana Zumarán,"Leumann, Carlos Alberto",11
25055,"The Odes of Casimire, Translated by G. Hils","Sarbiewski, Maciej Kazimierz",14
25056,"The Brothers-In-Law: A Tale Of The Equatorial Islands; and The Brass Gun Of The Buccaneers
1901","Becke, Louis",5
25057,"The Adventure Of Elizabeth Morey, of New York
1901","Becke, Louis",14
25058,"Foster's Letter Of Marque
A Tale Of Old Sydney - 1901","Becke, Louis",2
25059,"In The Far North
1901","Becke, Louis",9
2506,The Sleeping-Car: A Farce,"Howells, William Dean",9
25060,"Officer And Man
1901","Becke, Louis",5
25061,The Penal Cluster,"Garrett, Randall",53
25062,A Study of Recent Earthquakes,"Davison, Charles",14
25063,The Beggar's Opera; to Which is Prefixed the Musick to Each Song,"Fraser, Claud Lovat",170
25064,"The New England Magazine Volume 1, No. 6, June, 1886, Bay State Monthly Volume 4, No. 6, June, 1886",Various,4
25065,"Blackwood's Edinburgh Magazine, Volume 54, No. 334, August 1843",Various,4
25066,"Blackwood's Edinburgh Magazine, Volume 56, Number 348",Various,5
25067,The Planet Strappers,"Gallun, Raymond Z.",52
25068,"The Book of Sports:
Containing Out-door Sports, Amusements and Recreations,
Including Gymnastics, Gardening & Carpentering","Martin, William",23
25069,"Vääpeli Lemminkäisen päiväkirja
Suomen kaartin retkestä Konstantinopolin muurien edustalle
vuosina 1877-1878",Anonymous,8
2507,Complete Poetical Works,"Harte, Bret",22
25070,Mr. Opp,"Rice, Alice Caldwell Hegan",12
25071,"The Romany Rye
A Sequel to 'Lavengro'","Sampson, John",20
25072,"The New England Magazine, Volume 1, No. 4, Bay State Monthly, Volume 4, No. 4, April, 1886",Various,7
25073,Overbeck,"Atkinson, J. Beavington",11
25074,Novelas y cuentos,"Estébanez Calderón, Serafín",50
25075,"A Letter from Major Robert Carmichael-Smyth to His Friend, the Author of 'The Clockmaker'","Carmichael-Smyth, Robert",7
25076,Between the Lines,"Cable, Boyd",42
25077,"Castellinaria, and Other Sicilian Diversions","Jones, Henry Festing",6
25078,No Moving Parts,"Yaco, Murray F.",53
25079,Queensland Cousins,"Haverfield, Eleanor Luisa",9
2508,Stories in Light and Shadow,"Harte, Bret",9
25080,"Babylonians and Assyrians, Life and Customs","Sayce, A. H. (Archibald Henry)",50
25081,The Cricket,"Cooke, Marjorie Benton",6
25082,The Yellow Horde,"Evarts, Hal G. (Hal George)",5
25083,"The Idler Magazine, Volume III, March 1893
An Illustrated Monthly",Various,56
25084,"Bell's Cathedrals: The Cathedral Church of Rochester
A Description of its Fabric and a Brief History of the Episcopal See","Palmer, G. H. (George Henry)",14
25085,"The Stars and Stripes, Vol. 1, No. 1, February 8, 1918
The American Soldiers' Newspaper of World War I, 1918-1919",United States. Army. American Expeditionary Forces,45
25086,The Delegate from Venus,"Novick, Irving H.",28
25087,Twenty Years of Hus'ling,"Denslow, W. W. (William Wallace)",14
25088,"Famous Sea Fights
From Salamis to Tsu-Shima","Hale, John Richard",41
25089,Nederlandsche Doopnamen: Naar Oorsprong en Gebruik,"Graaf, Jacobus Joannes",69
2509,The Lani People,"Bone, Jesse F. (Jesse Franklin)",72
25090,The Tale of Billy Woodchuck,"Bailey, Arthur Scott",7
25091,Reflections on Dr. Swift's Letter to Harley (1712) and The British Academy (1712),"Oldmixon, Mr. (John)",5
25092,"The Roman Traitor, Vol. 1","Herbert, Henry William",15
25093,"Harper's New Monthly Magazine, Vol. 3, July, 1851",Various,23
25094,Daughters of Doom,"Terry, W. E.",12
25095,"Joe Strong, the Boy Fish
or  Marvelous Doings in a Big Tank","Barnum, Vance",4
25096,"The Roman Traitor, Vol. 2","Herbert, Henry William",12
25097,"Cités et ruines américaines
Mitla, Palenqué, Izamal, Chichen-Itza, Uxmal","Charnay, Désiré",52
25098,The Tree-Dwellers,"Dopp, Katharine Elizabeth",22
25099,Historical Essays,"Rhodes, James Ford",8
251,1995 United States Congressional Address Book,United States,6
2510,The Invention of a New Religion,"Chamberlain, Basil Hall",18
25100,The Story of Commodore John Barry,"Griffin, Martin I. J. (Martin Ignatius Joseph)",9
25101,"The Continental Monthly, Vol 2, No 6, December 1862
Devoted to Literature and National Policy",Various,5
25102,"Nobody's Boy
Sans Famille","Gruelle, Johnny",108
25103,"Historic Tales: The Romance of Reality. Vol. 02 (of 15), American (2)","Morris, Charles",8
25104,Ocean Steam Navigation and the Ocean Post,"Rainey, Thomas",6
25105,"Pâkia
1901","Becke, Louis",3
25106,"""The Gallant, Good Riou"", and Jack Renton
1901","Becke, Louis",1
25107,"Sarréo
1901","Becke, Louis",2
25108,"The South Seaman
An Incident In The Sea Story Of Australia - 1901","Becke, Louis",3
25109,"Susâni
1901","Becke, Louis",4
2511,"The History of Henry Esmond, Esq., a Colonel in the Service of Her Majesty Queen Anne","Thackeray, William Makepeace",47
25110,The Approach to Philosophy,"Perry, Ralph Barton",112
25111,Over the Fireside with Silent Friends,"King, Richard",9
25112,"The Life of King Edward VII
with a sketch of the career of King George V","Hopkins, J. Castell (John Castell)",56
25113,"Centenario do Revolução de 1820
Integração de Aveiro nesse glorioso movimento","Gomes, João Augusto Marques",6
25114,"Noites de insomnia, offerecidas a quem não póde dormir. Nº4 (de 12)","Castelo Branco, Camilo",3
25115,"A Journal of a Visit of Three Days to Skibbereen, and its Neighbourhood","Burritt, Elihu",5
25116,"The New England Magazine, Volume 1, No. 5, Bay State Monthly, Volume 4, No. 5, May, 1886",Various,3
25117,"With the Naval Brigade in Natal (1899-1900)
Journal of Active Service","Burne, C. R. N. (Charles Richard Newdigate)",14
25118,When Grandmamma Was New: The Story of a Virginia Childhood,"Harland, Marion",19
25119,"The Conquest of Canada, Vol. 1","Warburton, George",7
2512,The Cruise of the Snark,"London, Jack",97
25120,Aron prinsessa,"Marlitt, E. (Eugenie)",0
25121,花外集,"Wang, Yisun",7
25122,"From Sail to Steam, Recollections of Naval Life","Mahan, A. T. (Alfred Thayer)",42
25123,脾胃論,"Li, Gao",20
25124,老殘遊記,"Liu, E",44
25125,明皇雜錄,"Zheng, Chuhui, jin shi 834",4
25126,Modern Saints and Seers,"Finot, Jean",7
25127,The Tiger Hunter,"Reid, Mayne",14
25128,孽海花,"Zeng, Pu",6
25129,"Baboo Jabberjee, B.A.","Anstey, F.",38
2513,God the Known and God the Unknown,"Butler, Samuel",33
25130,夜雨秋燈錄,"Xuan, Ding",11
25131,吳越春秋,"Zhao, Ye, active 40",11
25132,"The Candidate
A Political Romance","Altsheler, Joseph A. (Joseph Alexander)",8
25133,Spiritual Torrents,"Guyon, Jeanne Marie Bouvier de la Motte",63
25134,九尾狐,Pinghuazhuren,13
25135,With the Guards' Brigade from Bloemfontein to Koomati Poort and Back,"Lowry, Edward P.",13
25136,The Pomp of Yesterday,"Hocking, Joseph",3
25137,玉蟾記,Tongyuanzi,9
25138,Dokter Helmond en zijn vrouw,"Brink, Jan ten",4
25139,"De Vegetarische Keuken
Kookboek van den Nederlandschen Vegetariërsbond","Valk-Heijnsdijk, E. M.",80
2514,T. Tembarom,"Burnett, Frances Hodgson",22
25140,"Indian Story and Song
from North America","Fletcher, Alice C. (Alice Cunningham)",51
25141,The Pursuit of God,"Tozer, A. W. (Aiden Wilson)",1113
25142,王陽明全集,"Wang, Yangming",45
25143,"The Curlytops and Their Playmates; Or, Jolly Times Through the Holidays","Garis, Howard Roger",5
25144,A Voyage with Captain Dynamite,"Rich, Charles Edward",5
25145,A Patriotic Schoolgirl,"Salmon, Balliol",24
25146,山水情,Anonymous,24
25147,黃繡球,Yisuo,4
25148,"Memoria sobre a cultura, e productos da cana de assucar","Gomes, José Caetano",6
25149,"Histoire ancienne de l'Orient jusqu'aux guerres médiques (1-6)
I. Les origines, les races et les langues","Lenormant, François",16
2515,Stepping Heavenward,"Prentiss, E. (Elizabeth)",47
25150,The Young Bank Messenger,"Alger, Horatio",21
25151,Slow and Sure: The Story of Paul Hoffman the Young Street-Merchant,"Alger, Horatio",29
25152,All for a Scrap of Paper: A Romance of the Present War,"Hocking, Joseph",9
25153,Tales of a Wayside Inn,"Longfellow, Henry Wadsworth",53
25154,"Slave Narratives: A Folk History of Slavery in the United States from Interviews with Former Slaves, Arkansas Narratives, Part 4",United States. Work Projects Administration,35
25155,How to Draw a Straight Line: A Lecture on Linkages,"Kempe, A. B. (Alfred Bray)",122
25156,An Introduction to Nonassociative Algebras,"Schafer, Richard D. (Richard Donald)",74
25157,Über Integralinvarianten und Differentialgleichungen,"Lie, Sophus",32
25158,Stubble,"Looms, George",20
25159,Two on the Trail: A Story of the Far Northwest,"Footner, Hulbert",6
2516,Redgauntlet: A Tale Of The Eighteenth Century,"Scott, Walter",83
25160,三字經,"Wang, Yinglin",27
25161,魏鄭公諫錄,"Wang, Fangqing",3
25162,池北偶談,"Wang, Shizhen",16
25163,At Good Old Siwash,"Fitch, George",9
25164,The Flag of Distress: A Story of the South Sea,"Reid, Mayne",8
25165,The Candy Country,"Alcott, Louisa May",32
25166,What The Left Hand Was Doing,"Garrett, Randall",44
25167,司馬法,"Sima, Rangju, 4th cent. B.C.",7
25168,鬼谷子,"Guiguzi, 4th cent. B.C.",29
25169,關尹子,"Yin, Xi, 6th cent. B.C.",9
2517,"Lincoln's Yarns and Stories
A Complete Collection of the Funny and Witty Anecdotes That Made Lincoln Famous as America's Greatest Story Teller","McClure, Alexander K. (Alexander Kelly)",171
25170,"Facts for the Kind-Hearted of England!
As to the Wretchedness of the Irish Peasantry, and the Means for their Regeneration","Rogers, Jasper W.",4
25171,"The Uncalled
A Novel","Dunbar, Paul Laurence",12
25172,Moral Principles in Education,"Dewey, John",331
25173,北夢瑣言,"Sun, Guangxian",10
25174,Rollo in Scotland,"Abbott, Jacob",11
25175,I sogni dell'Anarchico,"Mioni, Ugo",10
25176,Diritti dell'Anima,"Giacosa, Giuseppe",17
25177,Tristi Amori,"Giacosa, Giuseppe",12
25178,Damiano: Storia di una povera famiglia,"Carcano, Giulio",11
25179,La carità del prossimo,"Bersezio, Vittorio",8
2518,"The Hungry Stones, and Other Stories","Tagore, Rabindranath",152
25180,La favorita del Mahdi,"Salgari, Emilio",97
25181,Castel Gavone: Storia del secolo XV,"Barrili, Anton Giulio",16
25182,Documenti Umani,"De Roberto, Federico",7
25183,L'Olimpia,"Porta, Giambattista della",8
25184,A Dissertation on the Medical Properties and Injurious Effects of the Habitual Use of Tobacco,"Stuart, Moses",9
25185,Mysteries of Bee-keeping Explained,"Quinby, M. (Moses)",53
25186,"The Border Watch
A Story of the Great Chief's Last Stand","Altsheler, Joseph A. (Joseph Alexander)",21
25187,花月痕,"Wei, Zi'an",3
25188,The Flag,"Greene, Homer",9
25189,"The Idler Magazine, Volume III, June 1893
An Illustrated Monthly",Various,20
2519,"A Popular Account of Dr. Livingstone's Expedition to the Zambesi and Its Tributaries
And of the Discovery of Lakes Shirwa and Nyassa, 1858-1864","Livingstone, David",63
25190,A Tramp's Notebook,"Roberts, Morley",22
25191,"The Continental Monthly, Vol 3 No 3, March 1863
Devoted To Literature And National Policy",Various,5
25192,浮生六記,"Shen, Fu",20
25193,"Blackwood's Edinburgh Magazine - Volume 54, No. 338, December 1843",Various,5
25194,飲水詞集,"Nalan, Xingde",11
25195,風月鑒,"Wu, Yitang, 19th cent.",22
25196,百家姓,Anonymous,23
25197,"Mentana e il dito di Dio
Episodi narrati dal superstite Ettore Pozzi - Seconda
edizione, con importanti aggiunte fatte dall'Autore","Pozzi, Ernesto",15
25198,La Cintia,"Porta, Giambattista della",8
25199,Cantoni il volontario,"Garibaldi, Giuseppe",10
252,"Copyright Law of the United States of America
Contained in Title 17 of the United States Code",Library of Congress. Copyright Office,4
2520,The Man,"Stoker, Bram",94
25200,"Chambers's Edinburgh Journal, Volume 17, Index
New Series, January-June 1852.","Chambers, Robert",8
25201,The Lost Kitty,"Leslie, Madeline",3
25202,補紅樓夢,"Langhuanshanqiao, 18th/19th cent.",11
25203,The Land of Fire: A Tale of Adventure,"Reid, Mayne",21
25204,Der Mörder,"Huber, Ernst",112
25205,Light On the Child's Path,"Bixler, William Allen",13
25206,Rollo's Philosophy. [Air],"Abbott, Jacob",9
25207,"Blackwood's Edinburgh Magazine, Volume 57, No. 356, June, 1845",Various,4
25208,"Blackwood's Edinburgh Magazine, Volume 56, Number 347, September, 1844",Various,6
25209,I ladri della pace,"Bianchi, Arturo",19
2521,Lizzie Leigh,"Gaskell, Elizabeth Cleghorn",35
25210,"Distruzione
Poema Futurista","Marinetti, Filippo Tommaso",23
25211,"Il processo e l'assoluzione di ""Mafarka il Futurista""","Capuana, Luigi",27
25212,A Glossary of Provincial Words & Phrases in use in Somersetshire,"Williams, Wadham Pigott",31
25213,"The Masters and their Music
A series of illustrative programs with biographical,
esthetical, and critical annotations","Mathews, W. S. B. (William Smythe Babcock)",14
25214,劍俠傳,"Wang, Shizhen",2
25215,Three Things,"Glyn, Elinor",16
25216,"The Atlantic Monthly, Volume 18, No. 108, October, 1866
A Magazine of Literature, Science, Art, and Politics",Various,4
25217,水滸後傳,"Chen, Chen",21
25218,六一詞,"Ouyang, Xiu",12
25219,花月痕,"Wei, Zi'an",10
2522,A Dark Night's Work,"Gaskell, Elizabeth Cleghorn",75
25220,"Transactions of the American Society of Civil Engineers, vol. LXX, Dec. 1910
Expansion of Pipes, Paper No. 1167","Taggart, Ralph C.",2
25221,"Philippian Studies
Lessons in Faith and Love from St. Paul's Epistle to the Philippians","Moule, H. C. G. (Handley Carr Glyn)",9
25222,"Transactions of the American Society of Civil Engineers, vol. LXX, Dec. 1910
The Ultimate Load on Pile Foundations","Griffith, John Howell",10
25223,俗話傾談,"Shao, Binru",12
